date,winner,loser
2024-11-23,Patins da Ferrari,Prasso
2024-11-23,ECLOT,BRUTE
2024-11-23,Monte,Johnny Speeds
2024-11-23,Ninjas in Pyjamas,TSM
2024-11-23,BOSS,Marsborne
2024-11-23,Yawara,9z Academy
2024-11-23,NITRO,MIBR Academy
2024-11-23,BOSS,Undone
2024-11-23,Eco Warriors,Fluxo Demons
2024-11-23,Eco Warriors,FlyQuest RED
2024-11-23,NAVI Javelins,FlyQuest RED
2024-11-23,Players,2070
2024-11-23,NAVI Javelins,MIBR fe
2024-11-23,Endpoint,PCIFIC
2024-11-23,G2,Spirit
2024-11-23,Passion UA,Astralis
2024-11-23,Fire Flux,XO
2024-11-23,NRG,Chill Guys
2024-11-23,ATOX,Just Swing
2024-11-23,UNiTY,Sampi
2024-11-23,NAVI Javelins,Fluxo Demons
2024-11-23,Astralis Talent,Denial
2024-11-23,BIG EQUIPA,NIP Impact
2024-11-23,Ninjas in Pyjamas,9 Pandas
2024-11-23,timbermen,Party Astronauts
2024-11-23,Johnny Speeds,Alliance
2024-11-23,ENCE,Zero Tenacity
2024-11-23,Just Swing,IHC
2024-11-23,Tropa do Taco,GameHunters
2024-11-23,Astralis,Eternal Fire
2024-11-24,Gaimin Gladiators,Viperio
2024-11-24,FURIA fe,NAVI Javelins
2024-11-24,Imperial fe,BIG EQUIPA
2024-11-24,Nouns,BOSS
2024-11-24,TNL,Monte
2024-11-24,MIBR Academy,VELOX
2024-11-24,Fluxo,Solid
2024-11-24,Imperial fe,FURIA fe
2024-11-24,Tricked,Viperio
2024-11-24,NRG,timbermen
2024-11-24,Nouns,NRG
2024-11-24,Sampi,BRUTE
2024-11-24,RAGE,Delta
2024-11-24,Nouns,BLUEJAYS
2024-11-24,TNL,Monte Gen
2024-11-24,Spirit,Ninjas in Pyjamas
2024-11-24,Astralis Talent,GenOne
2024-11-24,NRG,Getting Info
2024-11-24,Endpoint,Fire Flux
2024-11-24,Imperial Valkyries,FURIA fe
2024-11-24,ECLOT,UNiTY
2024-11-24,FURIA fe,Eco Warriors
2024-11-24,paiN Academy,9z Academy
2024-11-24,Spirit,Sashi
2024-11-24,Imperial Valkyries,BIG EQUIPA
2024-11-24,ENCE,Monte
2024-11-24,NAVI Junior,CPH Wolves
2024-11-25,Tricked,Fire Flux
2024-11-25,Aurora Young Blud,Apogee
2024-11-25,Chimera,Apogee
2024-11-25,ALASKA,TRAXXXMANIA
2024-11-25,BC.Game,Leo
2024-11-25,NAVI Junior,WOPA
2024-11-25,Gaimin Gladiators,Fire Flux
2024-11-25,Iberian Soul,9INE
2024-11-25,GameHunters,Floripa Stars
2024-11-25,KOI,9INE
2024-11-25,Players,Yawara
2024-11-25,GameHunters,JOGA DE TERNO
2024-11-25,BC.Game,L&G
2024-11-25,2070,ShindeN
2024-11-25,Verdant,TRAXXXMANIA
2024-11-25,NAVI Junior,Insilio
2024-11-25,Insilio,9INE
2024-11-25,Chimera,Betclic
2024-11-26,2070,Patins da Ferrari
2024-11-26,Kubix,GenOne
2024-11-26,ALTERNATE aTTaX,kONO
2024-11-26,Gaimin Gladiators,L&G
2024-11-26,TNL,NAVI Junior
2024-11-26,1win,Arrow
2024-11-26,WOPA,9INE
2024-11-26,Nuclear TigeRES,Soul's Heart
2024-11-26,KOI,Gaimin Gladiators
2024-11-26,VELOX,Floripa Stars
2024-11-26,Yawara,paiN Academy
2024-11-26,Nexus,UNiTY
2024-11-26,Betclic,Astralis Talent
2024-11-26,WOPA,Insilio
2024-11-26,Gaimin Gladiators,Leo
2024-11-26,Tricked,Leo
2024-11-26,FLuffy Gangsters,PARTIZAN
2024-11-26,VELOX,JOGA DE TERNO
2024-11-26,1WIN,Arrow
2024-11-26,Apogee,Astralis Talent
2024-11-26,Iberian Soul,Gaimin Gladiators
2024-11-26,Iberian Soul,Tricked
2024-11-27,Gaimin Gladiators,KOI
2024-11-27,BC.Game,Chimera
2024-11-27,NITRO,UNO MILLE
2024-11-27,Iberian Soul,TNL
2024-11-27,Apogee,GUN5
2024-11-27,NITRO,Vikings KR
2024-11-27,Fluxo,Yawara
2024-11-27,Solid,MIBR Academy
2024-11-27,Betclic,Gaimin Gladiators
2024-11-27,Partizan,Lazer Cats
2024-11-27,KOI,TNL
2024-11-27,Betclic,GUN5
2024-11-27,Tricked,Iberian Soul
2024-11-27,Apogee,Tricked
2024-11-27,Tropa do Taco,Bad News Chickens
2024-11-27,Tropa do Taco,Elevate
2024-11-27,BC.Game,Aurora Young Blud
2024-11-27,NITRO,ex-Vikings
2024-11-27,Apogee,Gaimin Gladiators
2024-11-27,Gaimin Gladiators,Iberian Soul
2024-11-27,BC.Game,Viperio
2024-11-28,Dark Cloud,ENCE Academy
2024-11-28,Gaimin Gladiators,GUN5
2024-11-28,500,BC.Game
2024-11-28,Dusty Roots,GameHunters
2024-11-28,Sharks,2070
2024-11-28,Gaimin Gladiators,Aurora Young Blud
2024-11-28,GUN5,KOI
2024-11-28,Gaimin Gladiators,Chimera
2024-11-28,CPH Wolves,1win
2024-11-28,GenOne,Astralis Talent
2024-11-28,CPH Wolves,1WIN
2024-11-28,L&G,ALTERNATE aTTaX
2024-11-28,Nuclear TigeRES,GameAgents
2024-11-28,Tricked,Chimera
2024-11-28,Players,Hype
2024-11-28,ODDIK,VELOX
2024-11-28,Anonymo,ENCE Academy
2024-11-28,Fire Flux,Kubix
2024-11-28,Tricked,GUN5
2024-11-28,FAVBET,Nexus
2024-11-28,Leo,ALTERNATE aTTaX
2024-11-28,Players,Swingers
2024-11-28,GUN5,Iberian Soul
2024-11-29,GamerLegion,FURIA
2024-11-29,Fluxo,Tropa do Taco
2024-11-29,BC.Game,Tricked
2024-11-29,MIBR,Virtus.pro
2024-11-29,BC.Game,kONO
2024-11-29,Players,NITRO
2024-11-29,Illuminar,Betclic
2024-11-29,Gaimin Gladiators,NAVI Junior
2024-11-29,Sharks,NITRO
2024-11-29,Liquid,Cloud9
2024-11-29,RED Canids Academy,Galorys Academy
2024-11-29,Solid,Dusty Roots
2024-11-29,Apogee,WOPA
2024-11-29,Wildcard,fnatic
2024-11-29,BC.Game,Gaimin Gladiators
2024-11-29,paiN,Imperial
2024-11-29,Imperial fe,MIBR fe
2024-11-29,Spirit Academy,FLuffy Gangsters
2024-11-29,Imperial Valkyries,MIBR fe
2024-11-29,Illuminar,Apogee
2024-11-29,ODDIK,Players
2024-11-29,BIG,Passion UA
2024-11-29,FlyQuest,Complexity
2024-11-29,CYBERSHOKE,Partizan
2024-11-29,ENCE Academy,Astralis Talent
2024-11-29,The MongolZ,Rare Atom
2024-11-29,Tricked,NAVI Junior
2024-11-29,Betclic,WOPA
2024-11-30,Imperial Valkyries,FURIA fe
2024-11-30,GUN5,BC.Game
2024-11-30,Gaimin Gladiators,Betclic
2024-11-30,Betclic,kONO
2024-11-30,Aurora Young Blud,GenOne
2024-11-30,Nexus,Lazer Cats
2024-11-30,CYBERSHOKE,Fire Flux
2024-11-30,Liquid,FlyQuest
2024-11-30,Fluxo,ODDIK
2024-11-30,CPH Wolves,FAVBET
2024-11-30,GenOne,1win
2024-11-30,RED Canids Academy,Players
2024-11-30,Liquid,Wildcard
2024-11-30,BIG,Virtus.pro
2024-11-30,FURIA,Wildcard
2024-11-30,FURIA fe,Fluxo Demons
2024-11-30,Cloud9,fnatic
2024-11-30,FlyQuest,BIG
2024-11-30,Passion UA,Complexity
2024-11-30,paiN,Cloud9
2024-11-30,Fluxo,Solid
2024-11-30,GamerLegion,paiN
2024-11-30,Chimera,GenOne
2024-11-30,FURIA,Imperial
2024-11-30,The MongolZ,MIBR
2024-11-30,Imperial fe,FURIA fe
2024-11-30,Tricked,Apogee
2024-11-30,ODDIK,Sharks
2024-11-30,Apogee,kONO
2024-11-30,Virtus.pro,Rare Atom
2024-11-30,L&G,Nuclear TigeRES
2024-11-30,FURIA fe,MIBR fe
2024-11-30,Partizan,UNiTY
2024-11-30,Gaimin Gladiators,Apogee
2024-11-30,GenOne,1WIN
2024-11-30,Arrow,Kubix
2024-11-30,Leo,Nuclear TigeRES
2024-11-30,Fluxo Demons,MIBR fe
2024-11-30,Passion UA,MIBR
2024-11-30,GameAgents,PARTIZAN
2024-12-01,Rare Atom,fnatic
2024-12-01,ALTERNATE aTTaX,Viperio
2024-12-01,Shimmer,Lotus fe
2024-12-01,FURIA fe,Imperial Valkyries
2024-12-01,Complexity,Imperial
2024-12-01,Apogee,Sampi
2024-12-01,MIBR,Rare Atom
2024-12-01,BC.Game,Illuminar
2024-12-01,Spirit Academy,500
2024-12-01,FLuffy Gangsters,Souls Heart
2024-12-01,FURIA fe,Imperial fe
2024-12-01,Iberian Soul,Tricked
2024-12-01,KOI,Gaimin Gladiators
2024-12-01,FLuffy Gangsters,Soul's Heart
2024-12-01,GenOne,Anonymo
2024-12-01,FURIA,BIG
2024-12-01,BC.Game,kONO
2024-12-01,FURIA fe,Fluxo Demons
2024-12-01,FURIA fe,MIBR fe
2024-12-01,Supernova Comets,Lotus fe
2024-12-01,The MongolZ,GamerLegion
2024-12-01,GenOne,Dark Cloud
2024-12-01,Betclic,Sampi
2024-12-01,Iberian Soul,Gaimin Gladiators
2024-12-02,TSM,Endpoint
2024-12-02,Chicken Coop,MCS
2024-12-02,Viperio,Illuminar
2024-12-02,Dark Cloud,Betclic
2024-12-02,NAVI Junior,Illuminar
2024-12-02,GamerLegion,Passion UA
2024-12-02,MIBR,FlyQuest
2024-12-02,Monte Gen,Preasy
2024-12-02,Aetheris,Undone
2024-12-02,Aetheris,Marsborne
2024-12-02,FLuffy Gangsters,BC.Game
2024-12-02,FORZE Reload,BC.Game
2024-12-02,CPH Wolves,Spirit Academy
2024-12-02,Monte,Preasy
2024-12-02,Dark Cloud,Apogee
2024-12-02,Partizan,Arrow
2024-12-02,paiN,FlyQuest
2024-12-02,ALTERNATE aTTaX,GameAgents
2024-12-02,FLuffy Gangsters,Betera
2024-12-02,GenOne,Nexus
2024-12-02,Complexity,Cloud9
2024-12-02,Leo,CYBERSHOKE
2024-12-02,Anonymo,Apogee
2024-12-02,BIG,Complexity
2024-12-02,Make Your Mind,Undone
2024-12-02,Wildcard,Virtus.pro
2024-12-02,Illuminar,ENCE Academy
2024-12-02,L&G,CYBERSHOKE
2024-12-03,Just Swing,NomadS
2024-12-03,GenOne,Nuclear TigeRES
2024-12-03,ECSTATIC,CYBERSHOKE
2024-12-03,Sashi,9INE
2024-12-03,AMKAL,FAVBET
2024-12-03,Spirit Academy,Insilio
2024-12-03,Into the Breach,Metizport
2024-12-03,Illuminar,Dark Cloud
2024-12-03,Worms,Chicken Coop
2024-12-03,Alliance,EYEBALLERS
2024-12-03,GenOne,BC.Game
2024-12-03,500,Partizan
2024-12-03,moneyF,Metizport
2024-12-03,Monte Gen,FLuffy Gangsters
2024-12-03,Fire Flux,FLuffy Gangsters
2024-12-03,FORZE Reload,Viperio
2024-12-03,IHC,ATOX
2024-12-03,Wildcard,Passion UA
2024-12-03,Make Your Mind,Chicken Coop
2024-12-03,WildLotus,Metizport
2024-12-03,Illuminar,Anonymo
2024-12-03,Monte,FLuffy Gangsters
2024-12-03,ALTERNATE aTTaX,FAVBET
2024-12-03,Aetheris,Chicken Coop
2024-12-04,SGGT,Chinggis Warriors
2024-12-04,GenOne,BC.Game
2024-12-04,GUN5,Chimera
2024-12-04,Iberian Soul,Tricked
2024-12-04,FLuffy Gangsters,Sampi
2024-12-04,Monte,FORZE Reload
2024-12-04,L&G,CPH Wolves
2024-12-04,DogEvil,ex-GR
2024-12-04,500,ALTERNATE aTTaX
2024-12-04,SUPER EVIL GANG,Immigrants peek
2024-12-04,MIBR,3DMAX
2024-12-04,Wanted Goons,OutGoing
2024-12-04,Alter Iron,Immigrants peek
2024-12-04,CatEvil,ex-GR
2024-12-04,9INE,Chimera
2024-12-04,ATOX,NomadS
2024-12-04,ATOX,Just Swing
2024-12-04,KOI,Gaimin Gladiators
2024-12-04,GUN5,Aurora Young Blud
2024-12-04,CatEvil,LFO 2
2024-12-04,Fated Rise,ex-GR
2024-12-04,BC.Game,Illuminar
2024-12-04,IHC,Just Swing
2024-12-04,Falcons,BIG
2024-12-04,FaZe,Wildcard
2024-12-04,Endpoint,Fire Flux
2024-12-04,Fire Flux,GenOne
2024-12-04,Vitality,GamerLegion
2024-12-04,Iberian Soul,Gaimin Gladiators
2024-12-04,FURIA,Spirit
2024-12-04,9INE,Aurora Young Blud
2024-12-04,Monte Gen,FORZE Reload
2024-12-04,MOUZ,paiN
2024-12-04,The MongolZ,G2
2024-12-04,Natus Vincere,Liquid
2024-12-04,Leo,CPH Wolves
2024-12-04,HEROIC,BIG
2024-12-04,harizma,Chinggis Warriors
2024-12-05,FAVBET,CYBERSHOKE
2024-12-05,Spirit,Wildcard
2024-12-05,Bad Boys,MCS
2024-12-05,Chimera,Gaimin Gladiators
2024-12-05,Vitality,MIBR
2024-12-05,Falcons,FaZe
2024-12-05,Vitality,FURIA
2024-12-05,Insilio,Sampi
2024-12-05,G2,BIG
2024-12-05,Chimera,Tricked
2024-12-05,Tricked,Sampi
2024-12-05,Chinggis Warriors,ex-GR
2024-12-05,The MongolZ,MOUZ
2024-12-05,GamerLegion,Wildcard
2024-12-05,FaZe,MOUZ
2024-12-05,HEROIC,FaZe
2024-12-05,G2,3DMAX
2024-12-05,3DMAX,paiN
2024-12-05,BC.Game,GenOne
2024-12-05,Liquid,GamerLegion
2024-12-05,MIBR,Natus Vincere
2024-12-05,CatEvil,SGGT
2024-12-05,KOI,Apogee
2024-12-05,Liquid,FURIA
2024-12-05,Spirit,Natus Vincere
2024-12-05,DogEvil,harizma
2024-12-05,Fire Flux,Spirit Academy
2024-12-05,500,CYBERSHOKE
2024-12-05,Metizport,Fire Flux
2024-12-05,Iberian Soul,Betclic
2024-12-05,Wanted Goons,MCS
2024-12-05,Aurora Young Blud,Gaimin Gladiators
2024-12-05,Alter Iron,Marsborne
2024-12-05,Alter Iron,Undone
2024-12-05,Gaimin Gladiators,Sampi
2024-12-05,Chinggis Warriors,LFO 2
2024-12-05,harizma,Chinggis Warriors
2024-12-05,Fated Rise,harizma
2024-12-05,SUPER EVIL GANG,Undone
2024-12-05,SGGT,Chinggis Warriors
2024-12-05,Iberian Soul,Apogee
2024-12-05,CatEvil,harizma
2024-12-06,Chinggis Warriors,IHC
2024-12-06,Marsborne,Anti-Eco Club
2024-12-06,Party Astronauts,Take Flyte Kings
2024-12-06,Bad News Capybaras,Not Mythic
2024-12-06,BLUEJAYS,What’s for dinner
2024-12-06,moneyF,Endpoint
2024-12-06,FAVBET,Leo
2024-12-06,Into the Breach,Endpoint
2024-12-06,Natus Vincere,GamerLegion
2024-12-06,MOUZ,3DMAX
2024-12-06,Nouns,Fisher College
2024-12-06,BOSS,What’s for dinner
2024-12-06,AMKAL,ECSTATIC
2024-12-06,The MongolZ,HEROIC
2024-12-06,ATOX,DogEvil
2024-12-06,DMS,ECSTATIC
2024-12-06,WildLotus,Endpoint
2024-12-06,Sharks,MIGHT
2024-12-06,Illuminar,Endpoint
2024-12-06,Party Astronauts,Take Flyte
2024-12-06,ATOX,Fated Rise
2024-12-06,The MongolZ,Falcons
2024-12-06,FAVBET,L&G
2024-12-06,ATOX,Chinggis Warriors
2024-12-06,ATOX,CatEvil
2024-12-06,9INE,KOI
2024-12-06,9INE,Iberian Soul
2024-12-06,Undone,Anti-Eco Club
2024-12-06,SUPER EVIL GANG,Wanted Goons
2024-12-06,Alter Iron,Bad Boys
2024-12-06,ROOMBA PEEK,FLUFFY AIMERS
2024-12-06,Take Flyte,Not Mythic
2024-12-06,G2,FaZe
2024-12-06,NAVI Junior,TSM
2024-12-06,Spirit Academy,FLuffy Gangsters
2024-12-06,paiN,BIG
2024-12-06,NRG,Stand On Business
2024-12-06,500,Fire Flux
2024-12-07,Spirit,HEROIC
2024-12-07,Verdant,Belfast Storm
2024-12-07,Undone,Fisher College
2024-12-07,Undone,MIGHT
2024-12-07,FLUFFY AIMERS,What’s for dinner
2024-12-07,Sharks,Bad News Capybaras
2024-12-07,Fisher College,Take Flyte
2024-12-07,FLUFFY AIMERS,Take Flyte
2024-12-07,NRG,Marsborne
2024-12-07,PERPLEXITY,Belfast Storm
2024-12-07,SUPER EVIL GANG,Chicken Coop
2024-12-07,Fire Flux,Tricked
2024-12-07,Spirit,Falcons
2024-12-07,500,CPH Wolves
2024-12-07,MOUZ,MIBR
2024-12-07,NRG,BOSS
2024-12-07,NRG,Undone
2024-12-07,KOI,FAVBET
2024-12-07,FAVBET,BTC Investors
2024-12-07,Fire Flux,Gaimin Gladiators
2024-12-07,9INE,EYEBALLERS
2024-12-07,Fisher College,Take Flyte Kings
2024-12-07,Chimera,ECSTATIC
2024-12-07,Alter Iron,Chicken Coop
2024-12-07,Sharks,Take Flyte
2024-12-07,Marsborne,Fisher College
2024-12-07,Marsborne,MIGHT
2024-12-07,BOSS,ROOMBA PEEK
2024-12-07,Nouns,Party Astronauts
2024-12-07,Aurora Young Blud,ECSTATIC
2024-12-07,Sashi,Alliance
2024-12-07,Sharks,Nouns
2024-12-07,FLUFFY AIMERS,Bad News Capybaras
2024-12-07,NRG,BLUEJAYS
2024-12-07,CYBERSHOKE,Sampi
2024-12-07,Party Astronauts,Anti-Eco Club
2024-12-07,ALASKA,Belfast Storm
2024-12-07,FURIA,paiN
2024-12-07,BLUEJAYS,ROOMBA PEEK
2024-12-07,Liquid,MIBR
2024-12-07,MIGHT,Not Mythic
2024-12-07,FLUFFY AIMERS,Party Astronauts
2024-12-07,Iberian Soul,FAVBET
2024-12-07,MIGHT,ROOMBA PEEK
2024-12-08,Insilio,Endpoint
2024-12-08,Into the Breach,9INE
2024-12-08,AMKAL,Spirit Academy
2024-12-08,BOSS,Nouns
2024-12-08,BLUEJAYS,Nouns
2024-12-08,TSM,Illuminar
2024-12-08,Sharks,BLUEJAYS
2024-12-08,HEROIC,Natus Vincere
2024-12-08,Sharks,BOSS
2024-12-08,DMS,Spirit Academy
2024-12-08,500,L&G
2024-12-08,Metizport,FLuffy Gangsters
2024-12-08,Make Your Mind,SUPER EVIL GANG
2024-12-08,BOSS,FLUFFY AIMERS
2024-12-08,9INE,Alliance
2024-12-08,moneyF,9INE
2024-12-08,Nouns,Undone
2024-12-08,Falcons,Natus Vincere
2024-12-08,Aetheris,Alter Iron
2024-12-08,Nouns,Marsborne
2024-12-08,Worms,SUPER EVIL GANG
2024-12-08,FaZe,FURIA
2024-12-08,Make Your Mind,Alter Iron
2024-12-08,WildLotus,9INE
2024-12-08,500,Leo
2024-12-08,Aetheris,SUPER EVIL GANG
2024-12-08,NRG,Sharks
2024-12-08,BLUEJAYS,FLUFFY AIMERS
2024-12-09,TNL,DASH
2024-12-09,Aurora,Sashi
2024-12-09,Apogee,Tricked
2024-12-09,Aurora Young Blud,GenOne
2024-12-09,KOMNATA,GUN5
2024-12-09,Endpoint,CYBERSHOKE
2024-12-09,Apogee,Gaimin Gladiators
2024-12-09,Astrum,Sashi
2024-12-09,Fire Flux,FAVBET
2024-12-09,Chimera,GenOne
2024-12-09,Betclic,Gaimin Gladiators
2024-12-09,Monte,GUN5
2024-12-09,ECSTATIC,FLuffy Gangsters
2024-12-10,Aurora Young Blud,Metizport
2024-12-10,JiJieHao,Endpoint
2024-12-10,KOI,TSM
2024-12-10,FAVBET,Fire Flux
2024-12-10,Take Flyte,Wanted Goons
2024-12-10,Undone,InControl
2024-12-10,Chimera,Metizport
2024-12-10,Marsborne,InControl
2024-12-10,KOMNATA,Astrum
2024-12-10,CYBERSHOKE,L&G
2024-12-10,Monte,Aurora
2024-12-10,Bad News Capybaras,Chicken Coop
2024-12-10,9INE,Insilio
2024-12-10,CYBERSHOKE,Leo
2024-12-10,GUN5,Sashi
2024-12-10,GUN5,9INE
2024-12-10,Insilio,FLuffy Gangsters
2024-12-10,Spirit Academy,Iberian Soul
2024-12-10,Iberian Soul,TSM
2024-12-10,Spirit Academy,KOI
2024-12-10,Bad News Capybaras,Wanted Goons
2024-12-11,Endpoint,Iberian Soul
2024-12-11,Metizport,Insilio
2024-12-11,Marsborne,Bad News Capybaras
2024-12-11,NAVI Junior,Apogee
2024-12-11,Undone,Bad News Capybaras
2024-12-11,FLuffy Gangsters,Leo
2024-12-11,FLuffy Gangsters,L&G
2024-12-11,GUN5,Astrum
2024-12-11,GUN5,Aurora
2024-12-11,JiJieHao,FAVBET
2024-12-11,Chicken Coop,InControl
2024-12-11,Undone,Take Flyte
2024-12-11,Sashi,Aurora Young Blud
2024-12-11,Fire Flux,Endpoint
2024-12-11,Endpoint,KOI
2024-12-11,NAVI Junior,Betclic
2024-12-11,ECSTATIC,Fire Flux
2024-12-11,CYBERSHOKE,Insilio
2024-12-11,Sashi,Chimera
2024-12-12,Zero Tenacity,DMS
2024-12-12,Zero Tenacity,AMKAL
2024-12-12,Aurora Young Blud,GUN5
2024-12-12,2070,9z Academy
2024-12-12,Bad News Capybaras,Chicken Coop
2024-12-12,Take Flyte,Wanted Goons
2024-12-12,MOUZ,The MongolZ
2024-12-12,NAVI Junior,SINNERS
2024-12-12,Chimera,GUN5
2024-12-12,Bad News Capybaras,Wanted Goons
2024-12-12,Fire Flux,Insilio
2024-12-12,9INE,TSM
2024-12-12,Spirit,Liquid
2024-12-12,Aurora Young Blud,Apogee
2024-12-12,Chimera,Betclic
2024-12-12,ECLOT,ECSTATIC
2024-12-12,FAVBET,FLuffy Gangsters
2024-12-12,ENCE,Endpoint
2024-12-12,Players,RED Canids Academy
2024-12-12,ECSTATIC,B8
2024-12-12,Chimera,Apogee
2024-12-13,Metizport,Monte
2024-12-13,9INE,ALTERNATE aTTaX
2024-12-13,Fire Flux,Betera
2024-12-13,2070,Tropa do KinGui
2024-12-13,GUN5,Iberian Soul
2024-12-13,Take Flyte,LAG
2024-12-13,NAVI Junior,ECLOT
2024-12-13,UNO MILLE,Galorys Academy
2024-12-13,Gods Reign,Victores Sumus
2024-12-13,CPH Wolves,CYBERSHOKE
2024-12-13,Bad News Capybaras,LAG
2024-12-13,Solid,Patins da Ferrari
2024-12-13,FaZe,Vitality
2024-12-13,Undone,SUPER EVIL GANG
2024-12-13,Undone,Alter Iron
2024-12-13,Metizport,KOMNATA
2024-12-13,2070,BeBold
2024-12-13,G2,Falcons
2024-12-13,FAVBET,Rebels
2024-12-13,ex-Vikings,Galorys Academy
2024-12-13,Bad News Chickens,GameHunters
2024-12-13,GUN5,KOI
2024-12-13,G2,HEROIC
2024-12-13,Elevate,GameHunters
2024-12-13,AMKAL,Into the Breach
2024-12-13,AMKAL,WildLotus
2024-12-13,ECSTATIC,SINNERS
2024-12-13,Spirit Academy,SINNERS
2024-12-13,NAVI Junior,Sashi
2024-12-13,Players,2070
2024-12-13,Vikings KR,Galorys Academy
2024-12-13,Marsborne,Alter Iron
2024-12-13,AMKAL,moneyF
2024-12-13,Spirit Academy,JiJieHao
2024-12-14,Aurora Young Blud,KOI
2024-12-14,ECSTATIC,Zero Tenacity
2024-12-14,Getting Info,BOSS
2024-12-14,Gods Reign,Big W
2024-12-14,CPH Wolves,FAVBET
2024-12-14,SUPER EVIL GANG,LAG
2024-12-14,Undone,Take Flyte
2024-12-14,Nouns,vagrants
2024-12-14,2GAME,NITRO
2024-12-14,ECLOT,ECSTATIC
2024-12-14,Party Astronauts,FLUFFY AIMERS
2024-12-14,FaZe,G2
2024-12-14,Nouns,Vagrants
2024-12-14,ShindeN,América
2024-12-14,Big W,st4rboys
2024-12-14,NRG,Make Your Mind
2024-12-14,Fake do Biru,NITRO
2024-12-14,timbermen,BOSS
2024-12-14,Prasso,Players
2024-12-14,Betera,JiJieHao
2024-12-14,NRG,Aetheris
2024-12-14,Marsborne,Bad News Capybaras
2024-12-14,ex-Permitta,BIG
2024-12-14,Chimera,Iberian Soul
2024-12-14,9INE,Metizport
2024-12-14,ENCE,AMKAL
2024-12-14,Nexus,Perfect Storm
2024-12-14,LaChampionsLiga,Players
2024-12-14,9z Academy,LOBOARMY
2024-12-14,9z Academy,Exceritus
2024-12-14,Spirit Academy,Fire Flux
2024-12-14,Arrow,BIG
2024-12-14,Undone,Bad News Capybaras
2024-12-14,Spirit Academy,Aurora Young Blud
2024-12-14,Getting Info,BLUEJAYS
2024-12-14,Spirit,MOUZ
2024-12-14,CYBERSHOKE,Rebels
2024-12-14,Sashi,9INE
2024-12-14,Alter Iron,LAG
2024-12-14,Spirit Academy,Chimera
2024-12-15,Chimera,Sashi
2024-12-15,Spirit Academy,ENCE
2024-12-15,RUSH B,FORZE Reload
2024-12-15,Players,América
2024-12-15,CYBERSHOKE,Fire Flux
2024-12-15,Patins da Ferrari,Galorys Academy
2024-12-15,NITRO,LOBOARMY
2024-12-15,NRG,Party Astronauts
2024-12-15,timbermen,NRG
2024-12-15,Alter Iron,Take Flyte
2024-12-15,Permitta W,nomercy fe
2024-12-15,Novaq,AK BARS
2024-12-15,Getting Info,Nouns
2024-12-15,Spirit,FaZe
2024-12-15,Alter Iron,Bad News Capybaras
2024-12-15,NITRO,Exceritus
2024-12-15,SUPER EVIL GANG,Bad News Capybaras
2024-12-15,NOVAQ,AK BARS
2024-12-15,Getting Info,NRG
2024-12-15,Shimmer,Lotus fe
2024-12-15,aimclub,Nexus
2024-12-15,Aurora Young Blud,Sashi
2024-12-15,FAVBET,Betera
2024-12-15,Spirit Academy,ECSTATIC
2024-12-15,NAVI Junior,GUN5
2024-12-15,ECSTATIC,9INE
2024-12-15,GameHunters,Tropa do KinGui
2024-12-15,Supernova Comets,Lotus fe
2024-12-15,GameHunters,BeBold
2024-12-15,timbermen,Nouns
2024-12-16,ECLOT,KOMNATA
2024-12-16,Elevate,UNO MILLE
2024-12-16,Prasso,2070
2024-12-16,GUN5,Chimera
2024-12-16,TNL,Dragon EC
2024-12-16,ECLOT,Monte
2024-12-16,Bad News Chickens,ex-Vikings
2024-12-16,Bad News Chickens,UNO MILLE
2024-12-16,2GAME,Solid
2024-12-16,ShindeN,9z Academy
2024-12-16,LaChampionsLiga,2070
2024-12-16,Fake do Biru,Solid
2024-12-16,GUN5,Aurora Young Blud
2024-12-16,GUN5,NAVI Junior
2024-12-16,Bad News Chickens,Vikings KR
2024-12-17,Patins da Ferrari,Players
2024-12-17,Dark Cloud,kONO
2024-12-17,Tropa do KinGui,LOBOARMY
2024-12-17,Galorys Academy,América
2024-12-17,Verdant,Preasy
2024-12-17,ALASKA,Preasy
2024-12-17,GUN5,ECLOT
2024-12-17,Anonymo,kONO
2024-12-17,GUN5,NAVI Junior
2024-12-17,Tropa do KinGui,Exceritus
2024-12-17,FAVBET,TNL
2024-12-17,PERPLEXITY,Preasy
2024-12-17,GameHunters,2070
2024-12-18,ENCE Academy,Verdant
2024-12-18,Vikings KR,NITRO
2024-12-18,ENCE Academy,ALASKA
2024-12-18,Nexus,Insilio
2024-12-18,Insilio,UNiTY
2024-12-18,ShindeN,2GAME
2024-12-18,ShindeN,Fake do Biru
2024-12-18,UNO MILLE,NITRO
2024-12-18,Bad News Chickens,Prasso
2024-12-18,ex-Vikings,NITRO
2024-12-18,ESC,WOPA
2024-12-18,Elevate,LaChampionsLiga
2024-12-18,ex-Heimo,Astralis Talent
2024-12-18,Heimo,Astralis Talent
2024-12-18,los kogutos,WOPA
2024-12-18,Solid,9z Academy
2024-12-18,ENCE Academy,PERPLEXITY
2024-12-18,Nexus,Illuminar
2024-12-18,Bad News Chickens,LaChampionsLiga
2024-12-18,WOPA,Viperio
2024-12-19,Dark Cloud,FLuffy Gangsters
2024-12-19,ENCE Academy,los kogutos
2024-12-19,Monte,Betera
2024-12-19,Monte Gen,Betera
2024-12-19,UNiTY,Illuminar
2024-12-19,Astralis Talent,Viperio
2024-12-19,Solid,LaChampionsLiga
